iter	MultiClass	Accuracy
232	0.6020042114	0.7847682119
233	0.6007446685	0.7864238411
234	0.5995753058	0.7854777673
235	0.5979552595	0.7859508042
236	0.5973535969	0.7864238411
237	0.5954568138	0.7883159886
238	0.5938861694	0.7897350993
239	0.5933682557	0.7902081362
240	0.5929401609	0.7899716178
241	0.5916658519	0.7899716178
242	0.5906609985	0.7913907285
243	0.5903376715	0.7916272469
244	0.5892416849	0.7928098392
245	0.5881438561	0.7939924314
246	0.5878368979	0.7930463576
247	0.5870064749	0.7932828761
248	0.5857713907	0.7956480605
249	0.5850887391	0.7961210974
250	0.5845200706	0.7970671712
251	0.5839070809	0.7977767266
252	0.5834737744	0.7973036897
253	0.5830118007	0.7968306528
254	0.5823316934	0.7970671712
255	0.5810755131	0.798013245
256	0.5804709469	0.7982497635
257	0.5788210396	0.7991958373
258	0.5780432193	0.7994323557
259	0.5774037749	0.800614948
260	0.5766669608	0.800614948
261	0.5756773537	0.8003784295
262	0.5748950897	0.8015610218
263	0.5743503947	0.8013245033
264	0.573649296	0.8025070956
265	0.5723221568	0.8043992431
266	0.5712088007	0.8058183538
267	0.5705407553	0.8055818354
268	0.569597411	0.8060548723
269	0.5691837633	0.8053453169
270	0.5681193286	0.8065279092
271	0.5668683	0.8081835383
272	0.5659336199	0.8107852412
273	0.565550349	0.8110217597
274	0.5646437255	0.8107852412
275	0.5627100229	0.8129139073
276	0.5615519851	0.8129139073
277	0.5601705613	0.8152790918
278	0.5590064323	0.8138599811
279	0.5583901813	0.8159886471
280	0.5571544055	0.816461684
281	0.5562015157	0.8162251656
282	0.5552123125	0.8171712394
283	0.5544374796	0.816461684
284	0.5532658869	0.8183538316
285	0.5521949371	0.8188268685
286	0.5508711698	0.8195364238
287	0.5497111082	0.8209555345
288	0.5485891334	0.8204824976
289	0.5474507946	0.8204824976
290	0.5468415943	0.8207190161
291	0.5460873369	0.8214285714
292	0.5454073657	0.8221381268
293	0.5449409467	0.8226111637
294	0.5442267448	0.8242667928
295	0.543664094	0.8237937559
296	0.542539401	0.8245033113
297	0.5420986381	0.8245033113
298	0.5413667928	0.8240302744
299	0.5401945341	0.8268684957
300	0.5392748753	0.8259224219
301	0.5387073133	0.8271050142
302	0.5382216398	0.828051088
303	0.5375824848	0.8268684957
304	0.5360266379	0.8275780511
305	0.5354137607	0.8273415326
306	0.5348384053	0.8275780511
307	0.5339487568	0.8271050142
308	0.533486781	0.8287606433
309	0.5331864825	0.8306527909
310	0.5328845887	0.8306527909
311	0.5318488981	0.8308893094
312	0.5313496129	0.8304162725
313	0.5308224775	0.8311258278
314	0.5299955417	0.8323084201
315	0.5293251489	0.8320719016
316	0.5286648072	0.8320719016
317	0.527980422	0.8313623463
318	0.5274328959	0.8323084201
319	0.5252665473	0.8337275307
320	0.5246076078	0.8342005676
321	0.5242892544	0.8346736045
322	0.5233640737	0.8344370861
323	0.5227803853	0.834910123
324	0.5218383365	0.837038789
325	0.5211126337	0.8365657521
326	0.520298938	0.8368022706
327	0.5196903296	0.8368022706
328	0.5186248713	0.8375118259
329	0.5179272613	0.8384578997
330	0.5175169897	0.8389309366
331	0.5166446746	0.8382213813
332	0.5161575006	0.8382213813
333	0.515344761	0.8382213813
334	0.5141698691	0.8391674551
335	0.5137656656	0.8398770104
336	0.5134420149	0.8398770104
337	0.5124610161	0.839640492
338	0.5116610781	0.8412961211
339	0.510804354	0.8415326395
340	0.5095956953	0.8420056764
341	0.5087627466	0.8429517502
342	0.5083414604	0.8434247871
343	0.5074078385	0.8446073794
344	0.5061978121	0.8455534532
345	0.5053177764	0.8457899716
346	0.5040797639	0.8469725639
347	0.5037593853	0.8481551561
348	0.5031283188	0.8481551561
349	0.502322315	0.8500473037
350	0.5017192018	0.8509933775
351	0.5007558376	0.8509933775
352	0.499955248	0.8517029328
353	0.4995735958	0.8505203406
354	0.498268408	0.8528855251
355	0.4979007737	0.8521759697
356	0.4971363866	0.8521759697
357	0.4959734567	0.8524124882
358	0.4952171211	0.8528855251
359	0.4944196659	0.8545411542
360	0.4936073297	0.8540681173
361	0.4930051667	0.8543046358
362	0.4924580481	0.855487228
363	0.4920935801	0.8550141911
364	0.490915966	0.8552507096
365	0.4898873933	0.8559602649
366	0.4893120536	0.8569063387
367	0.4888098654	0.8578524125
368	0.4882405456	0.8571428571
369	0.4872882089	0.8592715232
370	0.4869474668	0.8580889309
371	0.4861080129	0.8592715232
372	0.48549188	0.8597445601
373	0.4845668344	0.8599810785
374	0.4839245865	0.8592715232
375	0.4830342457	0.8599810785
376	0.4822654601	0.8599810785
377	0.4816492592	0.8609271523
378	0.4809854222	0.862346263
379	0.4805570577	0.862346263
380	0.4797020544	0.8616367077
381	0.4795405036	0.862346263
382	0.478828729	0.8628192999
383	0.4783543416	0.8621097446
384	0.4775952934	0.8621097446
385	0.4769510785	0.8637653737
386	0.4766193879	0.8647114475
387	0.4758930386	0.864474929
388	0.4754779441	0.8642384106
389	0.4746793628	0.8647114475
390	0.4737571963	0.8656575213
391	0.47351785	0.8649479659
392	0.4726128373	0.8658940397
393	0.4720671404	0.8668401135
394	0.4712838198	0.8656575213
395	0.4706150833	0.8682592242
396	0.4703116607	0.8684957427
397	0.4692257612	0.8694418165
398	0.4689613536	0.8689687796
399	0.4686557818	0.8694418165
400	0.4680534747	0.8701513718
401	0.4670819807	0.8708609272
402	0.466381919	0.8718070009
403	0.465573692	0.8715704825
404	0.4647017111	0.8732261116
405	0.46436678	0.8729895932
406	0.4637506368	0.8736991485
407	0.4630000506	0.873935667
408	0.4626989909	0.8732261116
409	0.4622332165	0.8732261116
410	0.4618114536	0.8727530747
411	0.4614476162	0.8736991485
412	0.4606617365	0.8729895932
413	0.4594971682	0.8736991485
414	0.4589419576	0.873935667
415	0.4586200998	0.8736991485
416	0.4579598731	0.8751182592
417	0.4570547305	0.8758278146
418	0.4566599568	0.8758278146
419	0.4563980484	0.876064333
420	0.4559272884	0.8765373699
421	0.4554539863	0.876064333
422	0.455226613	0.8770104068
423	0.4543892744	0.8753547777
424	0.4537260716	0.8770104068
425	0.4532691243	0.8774834437
426	0.4530677291	0.8781929991
427	0.4525043578	0.8781929991
428	0.4518023776	0.8774834437
429	0.4513619055	0.8784295175
430	0.4502905222	0.8793755913
431	0.4498789887	0.8800851466
432	0.4493518282	0.8800851466
433	0.4485315427	0.8803216651
434	0.4473095622	0.8803216651
435	0.446488534	0.8810312204
436	0.4457241166	0.8815042573
437	0.4451784058	0.8812677389
438	0.4445341668	0.8817407758
439	0.4440866477	0.8822138127
440	0.4432231644	0.8824503311
441	0.4421017901	0.8848155156
442	0.44139575	0.8845789972
443	0.4408245407	0.8850520341
444	0.4403482531	0.8841059603
445	0.4396558471	0.8843424787
446	0.4386990436	0.8850520341
447	0.4378338581	0.8859981079
448	0.4371857071	0.8852885525
449	0.4365562084	0.885525071
450	0.4361459423	0.885525071
451	0.4355550147	0.8871807001
452	0.4347463745	0.8874172185
453	0.4340417733	0.8878902554
454	0.4330186997	0.8881267739
455	0.4318866397	0.889782403
456	0.431386011	0.8907284768
457	0.4310729676	0.8909649953
458	0.4306074278	0.8914380322
459	0.42990942	0.8914380322
460	0.4294868297	0.8916745506
461	0.429178883	0.8914380322
462	0.428636128	0.8916745506
463	0.4281107008	0.8930936613
464	0.4271892329	0.892384106
465	0.4266727892	0.8921475875
466	0.4260999446	0.8928571429
467	0.4254392235	0.8933301798
468	0.4247989466	0.8930936613
469	0.4244084541	0.8933301798
470	0.4237726749	0.8926206244
471	0.423463043	0.8926206244
472	0.4231614353	0.8935666982
473	0.422314153	0.8930936613
474	0.4216570871	0.8930936613
475	0.4212266565	0.8933301798
476	0.4207999955	0.8938032167
477	0.4201529929	0.894512772
478	0.4199804092	0.8947492904
479	0.4194879418	0.8959318827
480	0.4191940484	0.896641438
481	0.4187307243	0.8961684011
482	0.4179993812	0.896641438
483	0.4175888307	0.8978240303
484	0.416936851	0.8982970672
485	0.4164728785	0.8975875118
486	0.4156592995	0.8980605487
487	0.415458074	0.8982970672
488	0.414718473	0.8985335856
489	0.4142232103	0.8987701041
490	0.4137016575	0.899243141
491	0.4130415437	0.8994796594
492	0.4127031454	0.9004257332
493	0.4124786738	0.9006622517
494	0.4121418064	0.9001892148
495	0.4116598135	0.9004257332
496	0.4109086521	0.9001892148
497	0.4103688163	0.8999526963
498	0.4098044039	0.9006622517
499	0.4094974939	0.9018448439
500	0.4091663231	0.9027909177
501	0.4087157599	0.9032639546
502	0.4081447798	0.9032639546
503	0.4075368495	0.9032639546
504	0.4067399736	0.9044465468
505	0.4063603376	0.9046830653
506	0.4058227106	0.9049195837
507	0.4053928644	0.9049195837
508	0.4047486649	0.906102176
509	0.4041409614	0.9058656575
510	0.4035335611	0.9065752129
511	0.4026730469	0.9065752129
512	0.401979148	0.9070482498
513	0.4013836803	0.9079943236
514	0.4007849725	0.908230842
515	0.4005595836	0.9077578051
516	0.4001319412	0.9084673605
517	0.3997733702	0.9084673605
518	0.3990011572	0.9089403974
519	0.398354724	0.9087038789
520	0.3980583603	0.9089403974
521	0.3973414941	0.9096499527
522	0.3970974633	0.9089403974
523	0.3967765863	0.9096499527
524	0.3961941392	0.9105960265
525	0.3952241671	0.9108325449
526	0.3944475207	0.9115421003
527	0.3940571958	0.9115421003
528	0.3933116287	0.9115421003
529	0.3931121173	0.9115421003
530	0.3923699623	0.9134342479
531	0.3918603967	0.9136707663
532	0.3913202208	0.9139072848
533	0.3907079946	0.9153263955
534	0.3903752448	0.9146168401
535	0.3894849693	0.9165089877
536	0.3889630532	0.9174550615
537	0.3885085591	0.9184011353
538	0.3880342058	0.9186376537
539	0.3876015226	0.9188741722
540	0.3871623432	0.9179280984
541	0.3865771441	0.9169820246
542	0.3859693559	0.9174550615
543	0.3855819262	0.9174550615
544	0.3850095184	0.9176915799
545	0.384470216	0.9181646168
546	0.3839387791	0.9181646168
547	0.3832618649	0.9186376537
548	0.3826499563	0.9193472091
549	0.3816508193	0.9200567644
550	0.381303281	0.9210028382
551	0.3806595806	0.9231315043
552	0.3803147319	0.9231315043
553	0.3795193089	0.9224219489
554	0.3792968277	0.9224219489
555	0.3784459288	0.9228949858
556	0.37781071	0.9238410596
557	0.3776050666	0.9233680227
558	0.3771244686	0.9238410596
559	0.3765404634	0.9236045412
560	0.3761390252	0.9245506149
561	0.3752853558	0.9247871334
562	0.3746816607	0.9250236518
563	0.3740755959	0.9252601703
564	0.3736699374	0.9252601703
565	0.3731713494	0.9254966887
566	0.3727717574	0.9257332072
567	0.372362014	0.9264427625
568	0.3720998198	0.9273888363
569	0.3717663148	0.9269157994
570	0.371191181	0.9269157994
571	0.3707733223	0.9273888363
572	0.3699120257	0.9283349101
573	0.3697682647	0.9280983917
574	0.3692991704	0.9280983917
575	0.3687851493	0.928807947
576	0.3682921079	0.9292809839
577	0.367628177	0.9290444655
578	0.3674380779	0.9292809839
579	0.3668761877	0.9290444655
580	0.3664011064	0.9295175024
581	0.365938975	0.9297540208
582	0.3657978017	0.9302270577
583	0.365111589	0.9311731315
584	0.3645375525	0.9316461684
585	0.3642541509	0.9318826868
586	0.363710335	0.9316461684
587	0.3631871273	0.93140965
588	0.3627636933	0.9328287606
589	0.362515502	0.9318826868
590	0.3621877693	0.9318826868
591	0.3619357563	0.9316461684
592	0.3611737508	0.9330652791
593	0.3604831469	0.933538316
594	0.3600547187	0.9349574267
595	0.3596494959	0.9354304636
596	0.3592033016	0.935666982
597	0.3583246256	0.9363765374
598	0.3577074209	0.9359035005
599	0.3572992465	0.9354304636
600	0.3571065037	0.935666982
601	0.3569969086	0.935666982
602	0.3568001984	0.935666982
603	0.3562326567	0.9366130558
604	0.3558565057	0.9361400189
605	0.3552812852	0.9368495743
606	0.355055218	0.9370860927
607	0.3545163975	0.9387417219
608	0.3541847194	0.9380321665
609	0.3535339531	0.938268685
610	0.3529985186	0.9373226112
611	0.3521636212	0.9375591296
612	0.3517177961	0.9377956481
613	0.35134742	0.9377956481
614	0.3509711642	0.9385052034
615	0.3505306197	0.9385052034
616	0.349957278	0.9392147588
617	0.3496912448	0.9392147588
618	0.3490839873	0.9392147588
619	0.3485774515	0.9394512772
620	0.3482810486	0.9394512772
621	0.3480685562	0.9389782403
622	0.3476280153	0.9392147588
623	0.347464999	0.9399243141
624	0.3466724147	0.9406338694
625	0.3461409613	0.9401608325
626	0.3456855729	0.940397351
627	0.3450160502	0.9408703879
628	0.3445055152	0.9413434248
629	0.3442650862	0.9415799432
630	0.3437379588	0.9418164617
631	0.3432589215	0.9422894986
632	0.3425939069	0.9427625355
633	0.3421095392	0.942526017
634	0.3419530178	0.9422894986
635	0.3414559142	0.9429990539
636	0.3410362903	0.9429990539
637	0.3408072995	0.9432355724
638	0.3403853492	0.9429990539
639	0.339911784	0.9434720908
640	0.339704157	0.9439451277
641	0.3391139039	0.9439451277
642	0.3386798785	0.9441816462
643	0.3382418567	0.9441816462
644	0.3378501775	0.9444181646
645	0.3375384049	0.9444181646
646	0.337190898	0.9448912015
647	0.3369388292	0.9448912015
648	0.3366503656	0.9448912015
649	0.3362903141	0.94512772
650	0.3357405509	0.94512772
651	0.3349567828	0.9441816462
652	0.3347216885	0.9446546831
653	0.3342989376	0.9453642384
654	0.3339032466	0.9456007569
655	0.3334124681	0.9460737938
656	0.3331032736	0.9474929044
657	0.332741347	0.9470198675
658	0.3325619479	0.947256386
659	0.3323559465	0.9477294229
660	0.3319218742	0.9484389782
661	0.3317329519	0.9491485336
662	0.3312037404	0.9489120151
663	0.3303815893	0.9489120151
664	0.3298658463	0.949385052
665	0.329468807	0.9503311258
666	0.3290382603	0.9498580889
667	0.3285314442	0.9498580889
668	0.3282240281	0.9498580889
669	0.3278511762	0.9491485336
670	0.3275633629	0.9491485336
671	0.3273031726	0.9496215705
672	0.3269718854	0.9500946074
673	0.3267406019	0.949385052
674	0.3262831804	0.9500946074
675	0.3259874955	0.9500946074
676	0.3254929529	0.9505676443
677	0.3251543799	0.9505676443
678	0.324803132	0.9512771996
679	0.3245281053	0.9510406812
680	0.3242642329	0.9517502365
681	0.3238851387	0.951986755
682	0.3233593408	0.951986755
683	0.3230343115	0.951986755
684	0.3226721962	0.951986755
685	0.3223978178	0.9524597919
686	0.3221780834	0.951986755
687	0.3218628954	0.9522232734
688	0.3212301858	0.951986755
689	0.3209619206	0.951986755
690	0.3206026598	0.9524597919
691	0.3202270596	0.9522232734
692	0.3200616708	0.9526963103
693	0.3192199004	0.9529328288
694	0.3187809439	0.9536423841
695	0.3184807512	0.9531693472
696	0.3179743906	0.9538789026
697	0.3176472203	0.9538789026
698	0.3170653373	0.954115421
699	0.316816783	0.9538789026
700	0.316599943	0.9538789026
701	0.3161049351	0.954115421
702	0.3158526106	0.9538789026
703	0.3156001546	0.954115421
704	0.314891124	0.954115421
705	0.3145053804	0.9548249763
706	0.3138878464	0.9548249763
707	0.313620343	0.9555345317
708	0.3131942796	0.9548249763
709	0.3128291576	0.9550614948
710	0.3121709908	0.9555345317
711	0.3115987878	0.9552980132
712	0.311239232	0.9557710501
713	0.3108319412	0.9555345317
714	0.3104975243	0.9552980132
715	0.3103455082	0.9552980132
716	0.31020322	0.9555345317
717	0.3099789798	0.9560075686
718	0.3096582421	0.9560075686
719	0.3093356492	0.9557710501
720	0.3091806324	0.956244087
721	0.3085765153	0.9564806055
722	0.3082975952	0.9569536424
723	0.3080145056	0.9567171239
724	0.3074214984	0.9571901608
725	0.3070042885	0.9569536424
726	0.3065780306	0.9569536424
727	0.3062479525	0.9571901608
728	0.3060499814	0.9574266793
729	0.3056666675	0.9571901608
730	0.3053027126	0.9569536424
731	0.3051469568	0.9574266793
732	0.3048760116	0.9574266793
733	0.3042271839	0.9576631977
734	0.3039994034	0.9578997162
735	0.3034503476	0.9576631977
736	0.3031619174	0.9583727531
737	0.3027209134	0.9586092715
738	0.302221176	0.9590823084
739	0.3018679297	0.9593188269
740	0.3016444815	0.9593188269
741	0.3014284023	0.9590823084
742	0.3009690585	0.9595553453
743	0.3004507037	0.9593188269
744	0.3000203265	0.9595553453
745	0.2996342628	0.9600283822
746	0.2994580323	0.9602649007
747	0.2990678608	0.9602649007
748	0.2987295231	0.9602649007
749	0.2985188108	0.9605014191
750	0.2982820917	0.9607379376
751	0.2981253469	0.9607379376
752	0.2976800664	0.9607379376
753	0.2973857957	0.9605014191
754	0.2967829806	0.9612109745
755	0.2964412647	0.9616840114
756	0.2959708206	0.9612109745
757	0.2954002498	0.9616840114
758	0.2952649076	0.9619205298
759	0.2951006892	0.9619205298
760	0.2948334875	0.9616840114
761	0.294096009	0.9612109745
762	0.2936290551	0.9616840114
763	0.2931597383	0.9621570482
764	0.2928045587	0.9628666036
765	0.2926177357	0.9626300851
766	0.2923957811	0.963103122
767	0.2920405978	0.963103122
768	0.2916191547	0.963103122
769	0.2915031405	0.963103122
770	0.2908783237	0.9633396405
771	0.2905974702	0.9628666036
772	0.2900883207	0.9635761589
773	0.2896811586	0.9640491958
774	0.2893252334	0.9638126774
775	0.2890498853	0.9633396405
776	0.2888512042	0.9633396405
777	0.2883929473	0.9638126774
778	0.288300465	0.9635761589
779	0.287845762	0.9635761589
780	0.2873921299	0.9638126774
781	0.286994931	0.9635761589
782	0.286640937	0.9640491958
783	0.2862642016	0.9642857143
784	0.2861053171	0.9649952696
785	0.2859142058	0.9642857143
786	0.2855197524	0.9647587512
787	0.2850152763	0.9647587512
788	0.2846239827	0.9645222327
789	0.2843209177	0.9645222327
790	0.2838091332	0.9647587512
791	0.2834758848	0.9654683065
792	0.2830635015	0.965704825
793	0.2826257456	0.9654683065
794	0.282380523	0.9654683065
795	0.2819651664	0.965704825
796	0.281663311	0.9661778619
797	0.2814165353	0.965704825
798	0.2812483661	0.965704825
799	0.2809559242	0.9664143803
800	0.2805880614	0.9664143803
801	0.2802473508	0.9664143803
802	0.2796574542	0.9673604541
803	0.2792581809	0.9664143803
804	0.2790579752	0.9666508988
805	0.2788670601	0.9666508988
806	0.2785370803	0.9666508988
807	0.2779670416	0.9666508988
808	0.2777288424	0.9666508988
809	0.2772008442	0.9668874172
810	0.2767596053	0.9666508988
811	0.2764329922	0.9671239357
812	0.2762853431	0.9668874172
813	0.2762287061	0.9671239357
814	0.2759705939	0.9671239357
815	0.2758148898	0.9671239357
816	0.2756399497	0.9664143803
817	0.275147357	0.9666508988
818	0.2747312352	0.9666508988
819	0.2742569074	0.9668874172
820	0.2740947977	0.9668874172
821	0.2736246648	0.9668874172
822	0.2731481989	0.9675969726
823	0.2729128036	0.9671239357
824	0.2727012665	0.9671239357
825	0.2722946939	0.9673604541
826	0.2721558131	0.9673604541
827	0.2718097433	0.9673604541
828	0.2713115458	0.9675969726
829	0.2709130415	0.9673604541
830	0.2707128125	0.9675969726
831	0.2703242768	0.9683065279
832	0.270020517	0.967833491
833	0.2696386488	0.967833491
834	0.2692696559	0.967833491
835	0.2688328866	0.9683065279
836	0.2687452605	0.9683065279
837	0.2686088313	0.9685430464
838	0.2681765227	0.9683065279
839	0.2679415116	0.9690160833
840	0.2674066543	0.9697256386
841	0.2670878896	0.969962157
842	0.2669004961	0.9694891202
843	0.2665846499	0.9701986755
844	0.2663124462	0.9701986755
845	0.2661217606	0.9704351939
846	0.265740294	0.969962157
847	0.265561345	0.969962157
848	0.265206751	0.969962157
849	0.2649503706	0.969962157
850	0.2645113899	0.9706717124
851	0.2642926853	0.9704351939
852	0.2639567343	0.9704351939
853	0.2637322743	0.9706717124
854	0.2634833402	0.9711447493
855	0.2631855109	0.9713812677
856	0.2628546409	0.9718543046
857	0.2626035799	0.9718543046
858	0.2622805422	0.9716177862
859	0.2620226418	0.9716177862
860	0.2616505993	0.9720908231
861	0.2613410029	0.97256386
862	0.2609510335	0.9718543046
863	0.260639849	0.9720908231
864	0.2605431832	0.9720908231
865	0.2602314638	0.9723273415
866	0.2598158327	0.9723273415
867	0.2595573725	0.9723273415
868	0.2595095195	0.9723273415
869	0.2591842494	0.97256386
870	0.2590056247	0.97256386
871	0.2588473665	0.97256386
872	0.2586458156	0.9728003784
873	0.2582778363	0.9728003784
874	0.2579797501	0.9728003784
875	0.2578726088	0.9730368969
876	0.2576856464	0.97256386
877	0.2575803051	0.97256386
878	0.2571717954	0.9732734153
879	0.2567995068	0.9737464522
880	0.2565768805	0.9742194891
881	0.2564202316	0.9742194891
882	0.2562952926	0.9742194891
883	0.2560929754	0.9742194891
884	0.2557360479	0.9737464522
885	0.2554173523	0.9737464522
